name,alt_name,ra,dec,vmag_code,vmag,multiple,class,bv_color,bv_uncert,ub_color,ub_uncert,hd,hr,par_code,parallax,ri_code,sao
HR 4653,,183.5700,-64.4086,,6.22,,STAR B1I,0.12,,-0.82,,106343,4653,,,,251803
HR 8996,,356.0500,-64.4044,,5.72,,STAR K2II,1.40,,1.63,,222820,8996,,0.0070,,255557
HR 4199,The Car,160.7392,-64.3944,,2.76,,STAR B0V,-0.22,,-1.01,,93030,4199,,,,251083
HR 4222,,161.7133,-64.3833,,4.85,,STAR B3IV,-0.15,,-0.65,,93607,4222,,,,251120
HR 420,,21.2721,-64.3694,,5.93,,STAR K5III,1.56,,1.92,,8810,420,,,,248381
HR 4744,,187.0788,-64.3414,,6.04,,STAR A0V,0.02,,-0.03,,108501,4744,,,,251920
HR 4578,,179.6987,-64.3392,,5.61,,STAR A3I,0.18,,-0.11,,104035,4578,,,,251664
HR 734,,37.0183,-64.2997,,6.37,,STAR A0V,-0.04,,-0.05,,15646,734,,,,248567
HR 9062,Eta Tuc,359.3967,-64.2983,,5.00,,STAR A1V,0.06,,0.08,,224392,9062,,0.0360,,255609
HR 798,,39.8821,-64.2819,,6.55,,STAR B8V,-0.08,,-0.24,,16891,798,,,,248616
HR 4220,,161.6237,-64.2633,,5.23,W,STAR B7IV,-0.07,,-0.47,,93549,4220,,,,251117
HR 4204,,160.9633,-64.2489,,5.77,,STAR B2V,0.00,,-0.57,,93163,4204,,,,251095
HR 1917,,83.2483,-64.2275,,5.34,,STAR G8III,1.04,,0.85,,37297,1917,,0.0100,,249309
HR 1294,,61.8400,-64.2225,,6.38,,STAR G3V,0.64,,0.11,,26491,1294,,0.0380,,248945
HR 4120,,157.2192,-64.1722,,5.29,,STAR M0III,1.86,,2.10,,91056,4120,,0.0100,,250979
HR 4355,,168.1883,-64.1697,,5.23,W,STAR B8V,-0.06,,-0.25,,97583,4355,,,,251320
HR 3298,,125.2821,-64.1061,,6.12,,STAR G6III,0.93,,,,70982,3298,,,,250202
HR 909,Bet Hor,44.6992,-64.0714,,4.99,,STAR A3III,0.13,,0.15,,18866,909,,,,248701
HR 6109,Iot TrA,246.9888,-64.0581,,5.27,W,STAR F4IV,0.36,,-0.02,,147787,6109,,0.0290,,253555
HR 2073,,87.8458,-64.0336,,6.36,,STAR G8III,0.86,,0.57,,39963,2073,,,,249376
HR 5593,Eta Cir,226.2008,-64.0317,,5.17,,STAR G8III,0.93,,,,132905,5593,,0.0320,,253005
HR 4679,Zet Cru,184.6087,-64.0031,,4.04,W,STAR B2V,-0.17,,-0.69,,106983,4679,,,,251841
HR 4413,,171.4300,-63.9728,,5.17,,STAR F7V,0.50,,0.04,,99453,4413,,0.0400,,251402
HR 4205,,161.0287,-63.9611,,4.82,,STAR B5V,-0.13,,-0.62,,93194,4205,,,,251096
HR 8073,,317.1371,-63.9289,,5.76,,STAR K0III,1.18,,1.15,,200751,8073,,,,254941
HR 1882,,82.5663,-63.9278,,6.19,W,STAR F0IV,0.22,,0.16,,36876,1882,,,,249297
HR 6828,,274.9175,-63.8869,,6.18,W,STAR F9V,0.58,,0.07,,167425,6828,,0.0170,,254209
HR 2360,,96.2317,-63.8278,,6.27,,STAR B6V,-0.13,,-0.45,,45796,2360,,,,249542
HR 5527,,223.1458,-63.8100,,5.87,I,STAR G3II,0.72,,0.22,,130701,5527,,,,252928
HR 3217,,122.1021,-63.8011,,6.28,,STAR B6V,-0.06,,,,68423,3217,,,,250127
HR 4736,,186.8525,-63.7892,,6.00,,STAR B8IV,0.07,,,,108355,4736,,,,251911
HR 4537,,177.4212,-63.7883,,4.32,,STAR B3V,-0.15,,-0.59,,102776,4537,,,,251602
HR 5939,,240.2946,-63.7767,,6.41,,STAR F8II,0.78,,0.54,,142941,5939,,,,253377
HR 833,Gam Hor,41.3646,-63.7044,,5.74,W,STAR G8III,0.93,,0.63,,17504,833,,,,248642
HR 6796,,273.5675,-63.6894,,6.47,W,STAR K4III,1.41,,,,166251,6796,,,,254179
HR 5241,,209.4121,-63.6867,,4.71,,STAR K1III,1.11,,1.04,,121474,5241,,0.0330,E,252531
HR 6030,Del TrA,243.8596,-63.6856,,3.85,W,STAR G2I,1.11,,0.86,,145544,6030,,0.0290,E,253474
HR 2337,,95.7554,-63.6831,,6.27,,STAR M1III,1.60,,2.01,,45461,2337,,,E,249531
HR 6745,Pi  Pav,272.1450,-63.6683,,4.35,,STAR A7,0.22,,0.18,,165040,6745,,0.0360,,254147
HR 5623,,227.3562,-63.6428,,6.28,,STAR A0,0.06,,,,133792,5623,,,,253034
HR 5666,Eps Cir,229.4121,-63.6106,,4.86,,STAR K2III,1.25,,1.32,,135291,5666,,0.0040,E,253088
HR 3159,,120.0833,-63.5675,,4.82,,STAR B3V,-0.17,,-0.62,,66591,3159,,,,250069
HR 4771,,187.9825,-63.5061,,5.95,,STAR A8III,0.27,,,,109000,4771,,,,251946
HR 1236,,59.0167,-63.4636,,6.14,,STAR K1III,1.10,,1.02,,25170,1236,,,,248912
HR 5897,Bet TrA,238.7854,-63.4306,,2.85,W,STAR F2III,0.29,,0.05,,141891,5897,,0.0830,,253346
HR 2354,,96.1096,-63.4289,,6.46,,STAR G3III,0.66,,,,45701,2354,,,,249539
HR 7707,,303.6121,-63.4158,,6.09,,STAR F0IV,0.31,,0.09,,191603,7707,,,,254756
HR 1695,,76.8917,-63.3997,,5.20,,STAR M3III,1.65,,1.85,,33684,1695,,0.0180,,249198
HR 1395,Eta Ret,65.4721,-63.3864,,5.24,,STAR G8III,0.96,,0.69,,28093,1395,,0.0160,,249009
HR 4599,The1Cru,180.7563,-63.3128,,4.33,W,STAR A0,0.27,,0.04,,104671,4599,,0.0210,,251705
HR 4972,,197.9713,-63.3028,,6.33,,STAR A8II,0.44,,0.35,,114461,4972,,,,252187
HR 3139,,119.3021,-63.2969,,6.14,,STAR B8V,-0.10,,,,65908,3139,,,,250030
HR 4563,,178.7492,-63.2789,,5.91,,STAR A3I,0.19,,0.01,,103516,4563,,,,251640
HR 6253,,253.8529,-63.2697,,6.02,W,STAR A0III,0.05,,,,152082,6253,,,,253734
HR 1372,The Ret,64.4175,-63.2556,,5.87,W,STAR B9III,-0.07,,-0.26,,27657,1372,,,,248986
HR 7732,,304.7625,-63.2311,,6.27,,STAR K0III,1.04,,,,192531,7732,,,,254772
HR 1540,,71.2412,-63.2297,,6.46,,STAR K0III,1.08,,1.00,,30610,1540,,,,249095
HR 5289,,212.0596,-63.2081,,6.40,,STAR G8III,1.02,,,,123151,5289,,,,252616
HR 2754,,108.0083,-63.1900,,6.02,W,STAR A0IV,-0.02,,,,56239,2754,D,0.0050,,249774
HR 8689,,343.0413,-63.1886,,6.12,W,STAR K0III,1.03,,0.94,,216187,8689,,,,255339
HR 4603,The2Cru,181.0800,-63.1656,,4.72,,STAR B2IV,-0.08,,-0.61,,104841,4603,,,,251717
HR 6089,,246.3417,-63.1247,,6.15,,STAR A1V,0.03,,,,147349,6089,,,,253539
HR 4729,,186.6288,-63.1225,,4.86,W,STAR B4IV,-0.12,,-0.59,,108250,4729,,,,251903
HR 8919,,352.2542,-63.1108,,5.68,,STAR A0,-0.17,,,,221006,8919,,,,255497
HR 4731,Alp2Cru,186.6521,-63.0994,,1.73,W,STAR B1V,-0.26,,-0.95,,108249,4731,D,0.0080,,
HR 4730,Alp1Cru,186.6496,-63.0992,,1.33,W,STAR B0IV,-0.24,,-1.03,,108248,4730,D,0.0080,,251904
HR 2102,,88.5254,-63.0900,,4.65,,STAR K1III,1.05,,0.96,,40409,2102,,0.0480,,249390
HR 4830,,190.7096,-63.0586,,5.31,,STAR B1III,0.27,,-0.79,,110432,4830,,,,252002
HR 6805,,273.9204,-63.0556,,5.60,W,STAR K0III,0.92,,,,166599,6805,,,,254189
HR 6471,,262.0321,-63.0364,,6.24,,STAR B7V,-0.09,,,,157524,6471,,,,253928
