star_name,star_constellation,star_other_name
HD 162596,Ophiuchus,"HR 6659, HIP 87428, TYC 5082-2362-1, Gaia EDR3- 4370941487897576320"
HD 116303,Canes Venatici,"HR 5045, NSV 6210, HIP 65230, TYC 3031-1105-1, Gaia EDR3- 1550400081945949568"
HD 178003,Lyra,"HR 7244, HIP 93770, TYC 2134-70-1, Gaia EDR3- 2040877547496046592"
HD 16004,Andromeda,"HR 746, HIP 12057, TYC 2836-1871-1, Gaia EDR3- 335057859121122432"
HD 72908,Hydra,"HR 3392, HIP 42142, TYC 214-1801-1, Gaia EDR3- 3079598379955881984"
HD 71622,Pyxis,"HR 3336, HIP 41449, TYC 7135-2533-1, Gaia EDR3- 5643129015942038144"
HD 187764,Draco,"CN Dra, HR 7563, HIP 97326, TYC 4445-1142-1"
HD 193702,Cygnus,"HR 7784, HIP 100268, TYC 3156-2225-1"
HD 155500,Ophiuchus,"HR 6390, HIP 84113, TYC 977-1452-1, Gaia EDR3- 4395236472918967680"
HD 38056,Columba,"HR 1966, HIP 26796, TYC 7060-1323-1, Gaia EDR3- 2900979348769551744"
HD 120066,Virgo,"HR 5183, HIP 67246, TYC 314-1369-1, Gaia EDR3- 3721126409323324416"
HD 14412,Fornax,"HR 683, HIP 10798, TYC 6433-2414-1, Gaia EDR3- 5117974602912370432"
HD 208703,Aquarius,"HR 8376, HIP 108453, TYC 5219-1320-1, Gaia EDR3- 2668850591350593408"
HD 173282,Sagittarius,"HR 7038, HIP 92016, TYC 6292-160-1, Gaia EDR3- 4079819194344984832"
HD 126386,Centaurus,"HR 5398, HIP 70580, TYC 7813-3602-1, Gaia EDR3- 6102912583593126528"
HD 216042,Piscis Austrinus,"HR 8680, HIP 112746, TYC 7508-62-1"
HD 60312,Puppis,"HR 2895, HIP 36657, TYC 7117-2316-1, Gaia EDR3- 5588147662109599744"
HD 19735,Perseus,"HR 949, HIP 14914, TYC 3315-1632-1, Gaia EDR3- 435145543609975040"
HD 1083,Andromeda,"HR 53, HIP 1215, TYC 1733-2462-1, Gaia EDR3- 2856745411867193088"
HD 126475,Centaurus,"HR 5400, HIP 70626, TYC 7809-2786-1, Gaia EDR3- 6104499385029860864"
HD 217186,Pisces,"HR 8738, HIP 113465, TYC 575-231-1, Gaia EDR3- 2712155131688789632"
HD 50037,Auriga,"60-Aur, HR 2541, HIP 33064, TYC 2942-2006-1"
HD 122909,Draco,"HR 5282, HIP 68537, TYC 4403-2220-1, Gaia EDR3- 1674262437635644288"
HD 90289,Carina,"HR 4091, NSV 4846, HIP 50916, TYC 8608-19-1, Gaia EDR3- 5255668711828438656"
HD 72650,Vela,"HR 3382, HIP 41813, TYC 8572-350-1, Gaia EDR3- 5317997036691469568"
HD 191372,Draco,"HR 7704, HIP 98890, TYC 4446-1352-1, Gaia EDR3- 2249915976607967616"
HD 150177,Ophiuchus,"HR 6189, HIP 81580, TYC 5632-20-1, Gaia EDR3- 4338289879498164608"
HD 31739,Orion,"HR 1596, HIP 23092, TYC 4741-1618-1, Gaia EDR3- 3225569234421478016"
HD 197770,Cepheus,"HR 7940, HIP 102258, TYC 3959-1686-1, Gaia EDR3- 2184235550013897344"
HD 220929,Sculptor,"HR 8914, HIP 115833, TYC 7520-1017-1, Gaia EDR3- 6551429455599322496"
HD 25944,Eridanus,"HR 1274, HIP 19111, TYC 5889-563-1, Gaia EDR3- 5091106043423449216"
HD 102990,Crater,"HR 4547, NSV 5365, HIP 57819, TYC 5520-1832-1, Gaia EDR3- 3575045122659589760"
HD 152431,Scorpius,"HR 6273, HIP 82731, TYC 7359-484-1, Gaia EDR3- 6027979594895484288"
HD 106002,Ursa Major,"68-UMa, HR 4641, HIP 59458, TYC 3837-1048-1, Gaia EDR3- 1575251587353474944"
HD 141913,Triangulum Australe,"HR 5898, NSV 7310, HIP 77927, TYC 9023-1271-1, Gaia EDR3- 5832716255424187392"
HD 88161,Leo Minor,"HR 3987, HIP 49870, TYC 3003-747-1, Gaia EDR3- 803591580836660352"
HD 27778,Taurus,"62-Tau, HR 1378, HIP 20533, TYC 1816-1891-1, Gaia EDR3- 149308357591150336"
HD 210873,Cepheus,"HR 8473, HIP 109434, TYC 4471-299-1, Gaia EDR3- 2230725272454627456"
HD 39891,Columba,"HR 2068, HIP 27901, TYC 6503-1607-1"
HD 164432,Ophiuchus,"HR 6719, HIP 88213, TYC 442-581-1, Gaia EDR3- 4474760644265753984"
HD 41700,Puppis,"HR 2157, HIP 28764, TYC 8101-309-1, Gaia EDR3- 5567900121118276736"
HD 178628,Corona Australis,"HR 7268, HIP 94243, TYC 7918-556-1, Gaia EDR3- 6717979078932404480"
HD 213236,Aquarius,"56-Aqr, HR 8567, HIP 111086, TYC 5817-1280-1, Gaia EDR3- 2596320619629372800"
HD 165373,Hercules,"HR 6754, HIP 88528, TYC 2091-131-1"
HD 87543,Carina,"HR 3971, HIP 49281, TYC 8947-2485-1, Gaia EDR3- 5255904179120926336"
HD 63302,Puppis,"QY Pup, HR 3026, HIP 38031, TYC 5981-1047-1, Gaia EDR3- 5718988927344562944"
HD 152781,Ophiuchus,"HR 6284, HIP 82861, TYC 6219-952-1, Gaia EDR3- 4132958625636676864"
HD 224801,Andromeda,"CG And, CG-And, HR 9080, HIP 63, TYC 3246-2388-1, Gaia EDR3- 386569051169184384"
HD 75487,Ursa Major,"HR 3506, HIP 43624, TYC 3804-1774-1, Gaia EDR3- 1037899604657263616"
HD 181019,Pavo,"HR 7320, HIP 95369, TYC 9305-1583-1"
HD 221970,Andromeda,"HR 8955, HIP 116505, TYC 2770-1573-1, Gaia EDR3- 2872375210175576064"
HD 83650,Hydra,"37-Hya, HR 3846, HIP 47427, TYC 5465-751-1, Gaia EDR3- 5740410952894793088"
HD 29104,Taurus,"HR 1455, HIP 21408, TYC 1274-357-1"
HD 47475,Columba,"HR 2445, HIP 31603, TYC 7622-2075-1, Gaia EDR3- 5569655079115879424"
HD 1075,Andromeda,"HR 52, HIP 1208, TYC 2260-416-1, Gaia EDR3- 2861681738039234048"
HD 140815,Serpens Caput,"HR 5861, HIP 77186, TYC 352-1376-1"
HD 110834,Canes Venatici,"HR 4843, HIP 62172, TYC 3023-892-1, Gaia EDR3- 1540828283470718848"
HD 39866,Auriga,"HR 2066, HIP 28117, TYC 1875-2584-1, Gaia EDR3- 3431586480467585152"
HD 176707,Draco,"HR 7196, HIP 93197, TYC 3553-2148-1, Gaia EDR3- 2133883930413183744"
HD 34762,Taurus,"HR 1750, HIP 24984, TYC 1855-230-1"
HD 214810,Aquarius,"HR 8629, HIP 111965, TYC 5237-1607-1"
HD 133029,Bootes,"BX Boo, HR 5597, HIP 73454, TYC 3481-1099-1, Gaia EDR3- 1587432458202711424"
HD 219310,Pegasus,"HR 8839, HIP 114742, TYC 2236-811-1, Gaia EDR3- 2839489195345716736"
HD 181401,Sagittarius,"HR 7334, HIP 95211, TYC 7939-2009-1, Gaia EDR3- 6713500527553146496"
HD 51208,Puppis,"NP Pup, HR 2591, HIP 33189, TYC 7636-1316-1, Gaia EDR3- 5562479631873801984"
HD 60654,Lynx,"HR 2915, HIP 37091, TYC 2962-1407-1"
HD 35046,Columba,"HR 1766, HIP 24909, TYC 7051-2304-1, Gaia EDR3- 4822765042344772736"
HD 179422,Lyra,"HR 7280, HIP 94290, TYC 2131-2063-1, Gaia EDR3- 2036291312711338496"
HD 106248,Chamaeleon,"HR 4649, HIP 59647, TYC 9416-1274-1, Gaia EDR3- 5788568771921725952"
HD 225136,Cepheus,"HR 9099, HIP 302, TYC 4026-486-1, Gaia EDR3- 528441510404944000"
HD 210090,Pegasus,"HR 8436, NSV 14039, HIP 109212, TYC 1684-514-1, Gaia EDR3- 1776240801082118528"
HD 41636,Auriga,"HR 2153, HIP 29114, TYC 2929-1642-1, Gaia EDR3- 960533671560454400"
HD 160933,Draco,"HR 6598, HIP 86184, TYC 4432-1604-1"
HD 42351,Orion,"HR 2184, HIP 29326, TYC 1318-982-1, Gaia EDR3- 3373336072412412160"
HD 35909,Orion,"HR 1819, HIP 25638, TYC 712-1876-1, Gaia EDR3- 3389236144420567296"
HD 10293,Cassiopeia,"HR 482, HIP 7963, TYC 3683-914-1, Gaia EDR3- 506082322984893184"
HD 203886,Vulpecula,"HR 8197, HIP 105689, TYC 2191-2229-1, Gaia EDR3- 1798423963569622144"
HD 97472,Carina,"HR 4349, HIP 54673, TYC 9220-3289-1, Gaia EDR3- 5228043928839510528"
HD 65801,Lynx,"HR 3130, HIP 39279, TYC 2476-269-1, Gaia EDR3- 906506281510051456"
HD 209258,Cepheus,"HR 8395, HIP 108420, TYC 4474-140-1, Gaia EDR3- 2280111589562508288"
HD 51424,Monoceros,"HR 2599, HIP 33420, TYC 5380-2594-1"
HD 469,Phoenix,"HR 23, HIP 730, TYC 8464-766-1"
HD 138564,Lupus,"HR 5773, HIP 76234, TYC 7836-1029-1, Gaia EDR3- 6003218249404454400"
HD 114461,Centaurus,"HR 4972, HIP 64395, TYC 8994-2979-1"
HD 1527,Andromeda,"HR 75, HIP 1575, TYC 2786-272-1, Gaia EDR3- 380406288496169728"
HD 15646,Horologium,"HR 734, HIP 11479, TYC 8861-1543-1, Gaia EDR3- 4700148983082925696"
HD 94386,Crater,"HR 4252, HIP 53259, TYC 6076-436-1"
HD 72324,Cancer,"υ²-Cnc, 32-Cnc, HR 3369, HIP 41940, TYC 1941-2000-1, Gaia EDR3- 678420806306593536"
HD 76640,Carina,"HR 3568, HIP 43763, TYC 8594-3176-1, Gaia EDR3- 5304159373621364608"
HD 105686,Hydra,"HR 4628, HIP 59307, TYC 7240-707-1"
HD 198181,Cygnus,"HR 7962, HIP 102499, TYC 3951-2843-1, Gaia EDR3- 2182419156809007360"
HD 188294,Aquila,"57-Aql, HR 7594, HIP 97967, TYC 5725-3092-1, Gaia EDR3- 4195355188960090624"
HD 208202,Pegasus,"HR 8364, HIP 108119, TYC 1687-2025-1, Gaia EDR3- 1780303805784806784"
HD 39547,Pictor,"HR 2044, HIP 27583, TYC 8520-485-1"
HD 44867,Orion,"HR 2302, HIP 30517, TYC 1328-777-1, Gaia EDR3- 3368960531532018816"
HD 108471,Virgo,"HR 4741, HIP 60804, TYC 874-1059-1, Gaia EDR3- 3903513295059728640"
HD 48099,Monoceros,"HR 2467, HIP 32067, TYC 159-3004-1, Gaia EDR3- 3132668164099141120"
HD 152830,Hercules,"V644 Her, HR 6290, HIP 82798, TYC 987-1894-1, Gaia EDR3- 4449266646106197888"
HD 219841,Cepheus,"HR 8867, HIP 114984, TYC 4601-3434-1, Gaia EDR3- 2232854854679800704"
HD 210220,Cepheus,"HR 8442, HIP 109190, TYC 3981-1589-1, Gaia EDR3- 2199772267794571392"
HD 51925,Canis Major,"HR 2614, NSV 3316, HIP 33532, TYC 6530-796-1, Gaia EDR3- 5610739808560742272"
HD 198751,Microscopium,"HR 7991, HIP 103103, TYC 7458-724-1, Gaia EDR3- 6794326795541356288"
HD 59438,Puppis,"HR 2868, HIP 36395, TYC 5408-631-1, Gaia EDR3- 3028617461760208128"
HD 195206,Microscopium,"HR 7832, HIP 101211, TYC 6920-1488-1"
HD 97501,Ursa Major,"HR 4351, HIP 54842, TYC 3010-2497-1, Gaia EDR3- 765568407160116096"
HD 95441,Crater,"HR 4297, HIP 53849, TYC 6076-2023-1, Gaia EDR3- 3562662663224841984"
HD 55856,Canis Major,"HR 2733, HIP 34940, TYC 6524-2464-1, Gaia EDR3- 2927919754482160000"
HD 209790,Cepheus,"Kurhah, ξ-Cep, 17-Cep, HR 8417, HIP 108917, TYC 4271-2619-1, Gaia EDR3- 2218144866573662848"
HD 212698,Aquarius,HR 8545
HD 79066,Hydra,"HR 3649, HIP 45150, TYC 233-1427-1, Gaia EDR3- 580462497887595904"
HD 40724,Gemini,"141-Tau, HR 2116, HIP 28561, TYC 1325-1905-1"
HD 149822,Hercules,"V773 Her, HR 6176, HIP 81337, TYC 1519-815-1, Gaia EDR3- 4462860556897901312"
HD 122837,Virgo,"HR 5277, HIP 68763, TYC 5560-435-1, Gaia EDR3- 6301019530664606464"
HD 22905,Eridanus,"HR 1120, HIP 17136, TYC 5874-1097-1, Gaia EDR3- 5112189694281568768"
HD 95870,Crater,"HR 4308, HIP 54048, TYC 5506-1664-1, Gaia EDR3- 3564170093666662144"
HD 213644,Pegasus,"HR 8587, HIP 111296, TYC 1696-532-1, Gaia EDR3- 2736188188129177344"
HD 8673,Andromeda,"HR 410, HIP 6702, TYC 2300-1642-1, Gaia EDR3- 317350357498173312"
HD 75289,Vela,"HR 3497, HIP 43177, TYC 7683-1503-1, Gaia EDR3- 5524982093479504384"
HD 47270,Auriga,"HR 2434, HIP 31889, TYC 2940-1915-1, Gaia EDR3- 964233390748232576"
HD 38382,Lepus,"HR 1980, HIP 27075, TYC 5926-1570-1, Gaia EDR3- 2966790170574625408"
HD 105678,Draco,"HR 4627, HIP 59291, TYC 4399-219-1"
HD 37784,Taurus,"HR 1954, HIP 26853, TYC 1861-1547-1, Gaia EDR3- 3403538763474213888"
HD 117651,Musca,"HR 5093, HIP 66152, TYC 9003-1202-1, Gaia EDR3- 5863745955392204288"
HD 147142,Ursa Minor,"20-UMi, HR 6082, HIP 79420, TYC 4567-1598-1, Gaia EDR3- 1702919077909941248"
HD 94717,Chamaeleon,"HR 4268, HIP 53151, TYC 9418-2650-1, Gaia EDR3- 5199094440508754944"
HD 117242,Ursa Major,"HR 5076, HIP 65678, TYC 3850-692-1, Gaia EDR3- 1560306097596321792"
HD 129978,Libra,"5-Lib, HR 5503, HIP 72194, TYC 6154-1082-1, Gaia EDR3- 6309938391032371072"
HD 20980,Fornax,"HR 1018, HIP 15700, TYC 6449-1319-1, Gaia EDR3- 5061926069975057408"
HD 163990,Hercules,"OP Her, OP-Her, HR 6702, HIP 87850, TYC 3511-2142-1, Gaia EDR3- 1349637195812633984"
HD 139613,Lupus,"HR 5822, HIP 76739, TYC 7327-794-1, Gaia EDR3- 6016630092232604416"
HD 30608,Caelum,"ζ-Cae, HR 1539, HIP 22280, TYC 7039-997-1, Gaia EDR3- 4878193377709448448"
HD 25102,Taurus,"HR 1233, HIP 18658, TYC 662-633-1"
HD 83869,Ursa Major,"HR 3854, HIP 47633, TYC 3429-1699-1, Gaia EDR3- 825118815915812608"
HD 65189,Carina,"HR 3100, HIP 38667, TYC 8553-1293-1, Gaia EDR3- 5513538170301470336"
HD 100198,Centaurus,"V809 Cen, HR 4438, HIP 56201, TYC 8972-2338-1, Gaia EDR3- 5334418414698679936"
HD 37479,Orion,"V1030 Ori, σ-Ori, 48-Ori, HR 1932, TYC 4771-1194-1, Gaia EDR3- 3216486478101981056"
HD 171149,Scutum,"HR 6963, HIP 90967, TYC 5124-2590-1, Gaia EDR3- 4256231471329674496"
HD 75811,Hydra,"HR 3526, HIP 43570, TYC 220-746-1, Gaia EDR3- 582039296346268032"
HD 183030,Ursa Minor,"λ-UMi, HR 7394, HIP 84535, TYC 4659-74-1, Gaia EDR3- 1729093742484760320"
HD 6479,Pisces,"77-Psc, HR 313, HIP 5141, TYC 22-1278-1"
HD 116226,Centaurus,"HR 5039, HIP 65303, TYC 8252-4626-1, Gaia EDR3- 6083356356243364224"
HD 124162,Hydra,"HR 5309, HIP 69398, TYC 6730-1101-1, Gaia EDR3- 6274331119283769088"
HD 93132,Ursa Major,"41-UMa, HR 4202, HIP 52685, TYC 3826-1020-1, Gaia EDR3- 854135511887529472"
HD 72322,Carina,"HR 3368, HIP 41653, TYC 8572-605-1"
HD 66435,Puppis,"HR 3155, NSV 3872, HIP 39299, TYC 7132-2157-1, Gaia EDR3- 5544275773774051328"
HD 63586,Lynx,"HR 3039, HIP 38449, TYC 3787-1191-1, Gaia EDR3- 985084563616694272"
HD 200430,Delphinus,"HR 8057, HIP 103891, TYC 1115-1012-1, Gaia EDR3- 1760176180287452800"
HD 203532,Octans,"HR 8176, HIP 106474, TYC 9524-2074-1, Gaia EDR3- 6348011489405515776"
HD 52860,Lynx,"HR 2645, HIP 34168, TYC 3395-2277-1, Gaia EDR3- 977835346015315712"
HD 150275,Ursa Minor,"HR 6191, HIP 80850, TYC 4571-1338-1, Gaia EDR3- 1704511273826301568"
HD 182101,Aquila,"HR 7354, HIP 95253, TYC 1046-299-1, Gaia EDR3- 4308654978827295360"
HD 42327,Lepus,"HR 2182, HIP 29178, TYC 5937-2784-1, Gaia EDR3- 2942881221508742784"
HD 167564,Serpens Cauda,"HR 6830, HIP 89512, TYC 5102-418-1, Gaia EDR3- 4174463196718011904"
HD 76830,Cancer,"HR 3577, NSV 4332, HIP 44126, TYC 1397-943-1, Gaia EDR3- 612253364778494592"
HD 120672,Centaurus,"HR 5208, HIP 67648, TYC 7291-1900-1, Gaia EDR3- 6115831776496642304"
HD 11183,Fornax,"HR 532, HIP 8480, TYC 7006-1477-1, Gaia EDR3- 5019106070666178944"
HD 200663,Aquarius,"HR 8068, HIP 104048, TYC 530-2252-1, Gaia EDR3- 1730265134683763712"
HD 131923,Lupus,"HR 5566, HIP 73241, TYC 8288-880-1"
HD 191753,Capricornus,"ξ¹-Cap, 1-Cap, HR 7712, HIP 99529, TYC 5748-2160-1, Gaia EDR3- 6880523250121028480"
HD 10859,Hydrus,"τ¹-Hyi, HR 516, HIP 7879, TYC 9356-723-1"
HD 185423,Aquila,"HR 7471, HIP 96630, TYC 483-2527-1, Gaia EDR3- 4289988746025821824"
HD 170902,Scutum,"HR 6956, HIP 90884, TYC 5703-2421-1"
HD 65183,Puppis,"PX Pup, HR 3099, HIP 38792, TYC 7119-1864-1, Gaia EDR3- 5597142972899118080"
HD 169943,Corona Australis,"HR 6915, HIP 90597, TYC 7913-3301-1, Gaia EDR3- 6721692507665492480"
HD 14509,Phoenix,"HR 686, HIP 10832, TYC 7554-568-1, Gaia EDR3- 4950912126129575552"
HD 192983,Cygnus,"HR 7755, HIP 99870, TYC 3580-876-1"
HD 154660,Ophiuchus,"HR 6361, HIP 83738, TYC 5064-1337-1"
HD 169885,Draco,"HR 6911, HIP 90146, TYC 3904-760-1, Gaia EDR3- 2148480290868511360"
HD 131752,Centaurus,"HR 5561, HIP 73116, TYC 7824-2943-1"
HD 74393,Hydra,"HR 3458, HIP 42854, TYC 219-130-1, Gaia EDR3- 582157738659724800"
HD 219912,Sculptor,"HR 8871, HIP 115178, TYC 7510-567-1, Gaia EDR3- 6555625398129521792"
HD 172021,Pavo,"HR 6996, HIP 91733, TYC 9077-1852-1, Gaia EDR3- 6439040709907355520"
HD 8036,Cetus,"42-Cet, HR 385, HIP 6226, TYC 4682-1383-1, Gaia EDR3- 2533762977853808640"
HD 115488,Virgo,"HR 5014, NSV 6171, HIP 64838, TYC 4958-1448-1"
HD 198571,Aquarius,"4-Aqr, HR 7982, NSV 13350, HIP 102945, TYC 5190-2008-1"
HD 105383,Centaurus,"HR 4619, TYC 8241-3236-1, Gaia EDR3- 6126469139186679808"
HD 47230,Columba,"HR 2431, HIP 31509, TYC 7086-881-1"
HD 109980,Canes Venatici,"9-CVn, HR 4811, HIP 61692, TYC 3018-747-1, Gaia EDR3- 1534118032724512128"
HD 83731,Hydra,"HR 3848, HIP 47454, TYC 5465-1211-1"
HD 123,Cassiopeia,"V640 Cas, HR 5, HIP 518, TYC 3664-1986-1"
HD 167304,Hercules,"HR 6824, HIP 89246, TYC 3107-2718-1, Gaia EDR3- 2112673698278104192"
HD 6668,Cetus,"HR 325, HIP 5259, TYC 6425-2475-1"
HD 209288,Pegasus,"HR 8397, NSV 14001, HIP 108766, TYC 1139-756-1, Gaia EDR3- 2728059258146580608"
HD 98617,Chamaeleon,"HR 4385, HIP 55225, TYC 9418-480-1"
HD 8272,Cassiopeia,"HR 391, HIP 6486, TYC 3682-2261-1"
HD 23697,Reticulum,"HR 1168, HIP 17464, TYC 8500-1646-1, Gaia EDR3- 4732346119518383744"
HD 26927,Horologium,"HR 1323, HIP 19721, TYC 7581-944-1, Gaia EDR3- 4841177257904663552"
HD 134044,Bootes,"HR 5630, HIP 73941, TYC 2568-602-1, Gaia EDR3- 1291886309636988416"
HD 94747,Leo Minor,"50-LMi, HR 4270, HIP 53492, TYC 1978-987-1, Gaia EDR3- 3996345439750030208"
HD 169268,Serpens Cauda,"HR 6890, HIP 90174, TYC 5103-303-1, Gaia EDR3- 4269638160168575488"
HD 169820,Hercules,"HR 6906, HIP 90337, TYC 1035-1131-1, Gaia EDR3- 4509739579482856960"
HD 198976,Cygnus,"HR 7999, HIP 103079, TYC 2183-211-1, Gaia EDR3- 1858426546492986240"
HD 154555,Ara,"HR 6356, HIP 83984, TYC 9052-3379-1, Gaia EDR3- 5913667356646523776"
HD 165462,Serpens Cauda,"HR 6757, HIP 88671, TYC 5096-1737-1, Gaia EDR3- 4275150561721622272"
HD 64958,Lynx,"HR 3094, HIP 38959, TYC 2972-1385-1, Gaia EDR3- 923090524629574656"
HD 31236,Taurus,"HR 1566, HIP 22850, TYC 1288-1591-1, Gaia EDR3- 3408463510414294784"
HD 17864,Eridanus,"HR 853, HIP 13271, TYC 7559-126-1, Gaia EDR3- 4949158198924394496"
HD 99329,Leo,"80-Leo, HR 4410, HIP 55791, TYC 267-1190-1"
HD 153472,Hercules,"HR 6313, HIP 83013, TYC 3079-253-1"
HD 164258,Ophiuchus,"V2126 Oph, HR 6709, HIP 88148, TYC 430-3749-1, Gaia EDR3- 4467629933405038208"
HD 199475,Pavo,"HR 8019, HIP 103752, TYC 9321-1166-1, Gaia EDR3- 6376656344290112256"
HD 176246,Sagittarius,"HR 7168, HIP 93315, TYC 6877-263-1, Gaia EDR3- 4074362077587604480"
HD 212222,Lacerta,"HR 8528, HIP 110408, TYC 3208-613-1"
HD 182488,Lyra,"HR 7368, HIP 95319, TYC 2658-2556-1, Gaia EDR3- 2046207670631964928"
HD 37138,Auriga,"HR 1904, HIP 26463, TYC 2408-1490-1, Gaia EDR3- 3449253566443110400"
HD 72485,Vela,"HR 3375, HIP 41781, TYC 8154-562-1, Gaia EDR3- 5515474066693875712"
HD 95256,Ursa Major,"HR 4286, HIP 53860, TYC 4148-1487-1"
HD 12270,Hydrus,"HR 584, HIP 9149, TYC 8857-370-1, Gaia EDR3- 4699012706535066496"
HD 196761,Capricornus,"HR 7898, HIP 101997, TYC 6921-1792-1, Gaia EDR3- 6854626246593473792"
HD 33948,Orion,"HR 1704, TYC 5330-1720-1"
HD 223421,Cassiopeia,"HR 9020, HIP 117472, TYC 4013-1801-1, Gaia EDR3- 1999373560527312640"
HD 166411,Hercules,"HR 6799, HIP 88929, TYC 2622-1996-1"
HD 154962,Ophiuchus,"HR 6372, HIP 83906, TYC 5073-1175-1, Gaia EDR3- 4365099851340249600"
HD 210461,Pegasus,"HR 8456, HIP 109445, TYC 1148-367-1, Gaia EDR3- 2735201548241762560"
HD 110653,Centaurus,"HR 4838, HIP 62128, TYC 7259-1701-1, Gaia EDR3- 6154113816437771904"
HD 180756,Cygnus,"HR 7311, HIP 94623, TYC 3550-1847-1, Gaia EDR3- 2132721025070364032"
HD 118781,Centaurus,"V765 Cen, HR 5135, HIP 66645, TYC 7792-2113-1, Gaia EDR3- 6113567328002144640"
HD 54070,Camelopardalis,"HR 2681, HIP 34956, TYC 4368-169-1, Gaia EDR3- 1111365192054145280"
HD 125990,Circinus,"HR 5382, HIP 70528, TYC 9018-675-1, Gaia EDR3- 5849490580970157312"
HD 160950,Hercules,"HR 6599, HIP 86501, TYC 3100-2307-1, Gaia EDR3- 1349169353615643904"
HD 176903,Sagittarius,"HR 7205, HIP 93543, TYC 6290-1216-1, Gaia EDR3- 4085786312646501888"
HD 49947,Volans,"HR 2531, HIP 32222, TYC 9185-1225-1, Gaia EDR3- 5265320808987346560"
HD 43358,Orion,"HR 2236, HIP 29746, TYC 132-1009-1, Gaia EDR3- 3122872752445539200"
HD 78632,Carina,"HR 3632, HIP 44665, TYC 8935-2636-1"
HD 39963,Dorado,"HR 2073, HIP 27660, TYC 8900-222-1"
HD 42543,Gemini,"BU Gem, BU-Gem, 6-Gem, HR 2197, HIP 29450, TYC 1877-1719-1, Gaia EDR3- 3425055656275589632"
HD 86352,Vela,"HR 3935, HIP 48730, TYC 8194-2010-1, Gaia EDR3- 5405253592289049472"
HD 157038,Scorpius,"HR 6450, HIP 85020, TYC 7883-316-1, Gaia EDR3- 5972810563833563648"
HD 10110,Perseus,"HR 470, HIP 7786, TYC 3671-2315-1, Gaia EDR3- 408771145873149440"
HD 90602,Ursa Major,"HR 4103, HIP 51290, TYC 3435-939-1, Gaia EDR3- 830137364942108160"
HD 127334,Bootes,"HR 5423, HIP 70873, TYC 3039-237-1, Gaia EDR3- 1491593733326694912"
HD 58599,Canis Minor,"HR 2840, HIP 36141, TYC 768-538-1"
HD 9298,Triangulum,"HR 438, HIP 7147, TYC 2301-956-1, Gaia EDR3- 317407124081631488"
HD 162337,Apus,"HR 6646, HIP 88599, TYC 9457-524-1, Gaia EDR3- 6360515582314211968"
HD 40235,Lepus,"HR 2090, HIP 28118, TYC 6491-1059-1, Gaia EDR3- 2916449786611527936"
HD 107773,Musca,"HR 4710, HIP 60417, TYC 9227-1757-1, Gaia EDR3- 5859393710380907776"
HD 167665,Sagittarius,"HR 6836, HIP 89620, TYC 6856-81-1"
HD 153226,Hercules,"HR 6301, HIP 82989, TYC 987-1893-1, Gaia EDR3- 4545340872629181696"
HD 89490,Sextans,"HR 4059, HIP 50552, TYC 4910-1748-1"
HD 27463,Reticulum,"TT Ret, HR 1357, HIP 19917, TYC 8869-2459-1, Gaia EDR3- 4676913072574112896"
HD 85296,Antlia,"HR 3897, HIP 48219, TYC 7180-2418-1, Gaia EDR3- 5434806643761200896"
HD 35912,Orion,"HR 1820, HIP 25582, TYC 101-2377-1, Gaia EDR3- 3222002384341073152"
HD 136643,Serpens Caput,"HR 5711, HIP 75125, TYC 2025-1339-1, Gaia EDR3- 1270085467960987264"
HD 87500,Leo,"HR 3969, HIP 49445, TYC 1412-1465-1"
HD 4818,Cassiopeia,"V526 Cas, HR 238, HIP 3965, TYC 3274-1232-1, Gaia EDR3- 415147351243290112"
HD 195066,Cygnus,"HR 7827, HIP 100808, TYC 3945-1549-1"
HD 67751,Puppis,"HR 3190, HIP 39876, TYC 6004-1874-1, Gaia EDR3- 5713403717507603328"
HD 50062,Monoceros,"HR 2543, HIP 32931, TYC 152-1780-1, Gaia EDR3- 3126540413998710912"
HD 64052,Canis Minor,"BC CMi, HR 3061, HIP 38406, TYC 184-1774-1, Gaia EDR3- 3089032254145625472"
HD 184586,Pavo,"HR 7435, HIP 96734, TYC 9096-706-1, Gaia EDR3- 6427899049346238208"
HD 195692,Vulpecula,"HR 7849, HIP 101300, TYC 2161-330-1"
HD 157373,Hercules,"HR 6467, HIP 84855, TYC 3512-684-1, Gaia EDR3- 1365907528362717568"
HD 200740,Cygnus,"HR 8072, HIP 103929, TYC 3596-1315-1, Gaia EDR3- 2168762947517127040"
HD 64077,Puppis,"8-Pup, HR 3063, HIP 38372, TYC 5419-3187-1"
HD 88742,Antlia,"HR 4013, HIP 50075, TYC 7187-126-1, Gaia EDR3- 5459060117921483008"
HD 187421,Telescopium,"HR 7549, HIP 97819, TYC 8779-2105-1, Gaia EDR3- 6641186850384254848"
HD 48272,Auriga,"HR 2471, HIP 32268, TYC 2447-329-1, Gaia EDR3- 943528693443893888"
HD 184944,Aquila,"HR 7449, HIP 96428, TYC 1068-2205-1"
HD 75528,Cancer,"54-Cnc, HR 3510, HIP 43454, TYC 1393-1968-1, Gaia EDR3- 609834198678048512"
HD 156325,Scorpius,"HR 6422, HIP 84650, TYC 7366-475-1, Gaia EDR3- 5979488417699251200"
HD 198070,Delphinus,"HR 7954, HIP 102631, TYC 516-448-1, Gaia EDR3- 1734015190889709440"
